Thread Size,Cable Type,Number of Lamps,Temperature Range,Dimmable,Box Type,Head Type,Enclosure,Wall Thickness,Beam Type,Packaging Type,Minimum Operating Temperature,Gauge Thickness,Color Temperature,Nominal Size,Hub Size,Humidity Range,Tensile Strength,Overall Length,Total Harmonic Distortion,Series,Duct Diameter,Housing Width,Flange Width,Price,Voltage Rating,Fixture Type,Hex Size,Motion Sensing,Gauge,Light Color,Low Lead Compliance,Flange Thickness,Rod Size,Sensor Type,Bolt Hole Size,Fan Motor Wattage,Strands,Average Life,Mounting Type,Element Material,url,On Hand,Current/Amps,Category,Insulation Material,Housing Material,Grille Material,Nipple Type,Slot Size,Power Rating,Insulated/Non-Insulated,Connection Type,Description,Flexibility,Operation Type,Number of Pieces,Diameter,Cable Tap,Humidity Sensing,Model,Cord Diameter,Details,Connector Type,ELEMENT MATERIAL,Finish,Abrasive Material,Liner Material,Amperage Rating,Shape,Form,Dielectric Strength,Blow-Off Size,Power Factor,Conduit Size,Capacity,Number of Knockouts,Adhesive Material,Hub Diameter,Timing Range,Cutout,Cord Size,Feed Type,BODY MATERIAL,Fixture Wattage,Pressure Rating,Short Circuit Current Rating,Tap Quantity,Drive Type,Flow Path,Mounting Orientation,Schedule Rating,Max. Pressure (PSI),Stages Heat,Composition,Number of Heads,Length,Element Size,Tongue Size,Supplier,Actuator,Hole Size,Grille Length,Media,Electrical Ratings,Start Type,Container Size,Specifications,Number of Hubs,Number of Gangs,Style,Orientation,Number of Cables,Number of Outlets,Cable Openings,Conductor Material,Sones,Specifications Met,Ballast Factor,Phase,Number of Poles,Head Size,Bolt Circle Diameter,Number of Holes,Angle,Construction,Conductor Type,Flow Rate,Terminal Type,Operation Mode,Supplemental Files,Lamp Base Type,KSCdirect Part #,Container Type,Body Material,Depth,Length Through Hub,Flammability Rating,Radius,Voltage,Lamp Wattage,Peak Surge Current,Insulation,Diameter - Thread Size,Width,Jacket Color,Control,Housing Finish,Flash Point,Ball Material,Fan Switching,Port Type,Bundle Diameter,Number of Ports,Tube Size,Roll Length,Manufacturer,Point Size,Family,Lamp Base,Point Type,TYPE,Number of Jaws,Dimensions,Plug Type,Roll Width,Drive Size,Specific Gravity,Type,Outside Diameter,Max Pressure,Knockout Size,Stud Size,Bar Length,Operation,UPC,Pipe Size,Standard Pack,Wire Type,Action,Module Type,Spring Type,Grit,Contact Configuration,Stem & Pin Material,Stages Cool,Min. Pressure (PSI),Material Type,Method of Manufacture,Resistance,AC Cable Size,Actuator Type,Width (In.),Air Flow Rate,Core Diameter,Ballast Type,Trade Size,NEMA Rating,Contact Form,Frequency Rating,Legend Color,Ceiling Opening,Number of Stages,Recommended Torque,Terminal Designations,Disc Material,Maximum Steady Load,THREAD TYPE,Pressure Class,Sensitivity,Bar Width,Coating Thickness,Domestic/Import,Incandescent Equivalent,Measurement System,Mounting,Shell Style,Grille Width,MFG Part #,Time Setting,Lamp Finish,Load Capacity,Contact Rating,Material,Thermostat Type,Class,Lighting Technology,Odor/Scent,Pipe Size NPT,Color Rendering Index (CRI),Nominal Discharge Current,Inlet to Outlet Length,Lamp Type,Operating Cycles,Number of Wires,Cord Length,Tab Size,Display Type,Thread Type,Designation,Tungsten Rating,Softgoods Material,Slot Spacing,Jacket Material,Trip Type,Environmental Conditions,End Style,Number of Conductors,Horsepower,Adhesion Strength,Cover Type,Barrel Type,Depth (In.),Grade,Hand Wheel Diameter,Minimum Starting Temperature,Power Source,Orifice Size,Top to Inlet Center,Tap Size,AC/DC,Conductor Size,Lock Mechanism,Light Output,Cable Size,Size,Housing Height,Wire Size,Actuation Type,Maximum Operating Temperature,Enclosure Type,Receptacle Type,Operational Mode,Fitting/Connector Type,Body Type,Color,Trim Material,Lumens,Seal Material,Suitable For Use With,Coil Voltage,Height (In.),Main/Run Size,Title,Control Range,Staple Size,Number of Bolt Holes,Housing Length,Backing Material,Ballast Load,Insulated,Wattage,Legend,Thickness,Insulation Type,Average Ft,THREAD SIZE,Bend Radius,Cleat Type,Differential,Inside Diameter,End Connection Type,Barrel Size,image,Height,Hub Type,ELEMENT SIZE,Run Size,Cable Entry Size,Temperature Rating,Working Pressure,Connection,Interrupt Rating
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/WAT%2BWBV-3%2B3%252F4/Watts%2BRegulator%2BCompany_BALL%2BVALVE%2BWBV-3%2B3%252F4%2B750204,,,Valves,,,,,,,,,No found,,,,,,,WBV-3 3/4,,"Watts WBV-3, WBVS-3
2-Piece, Standard Port, Brass Ball Valves
Size(s):  1/8 to 4 in. (3 to 100mm)
Series WBV-3, WBVS-3 2-Piece, Standard Port, Brass Ball Valves are used in commercial and industrial
applications for a full range of liquids and gases. It feature a bottom loaded pressure retaining stem, virgin
PTFE seats & stem packing and an adjustable stem packing nut. Model WBV-3 has threaded FIP end
connections and Model WBVS-3 has solder end connections. Pressure Rating: 400psi (28 bar) WOG
(non-shock).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=2645974,,WAT WBV-3 3/4,,,,,,,,,,,,,,,,,,,,,,,,Watts Regulator Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/4 in,,,,,,,,,,,,,,,,,,BALL VALVE WBV-3 3/4 750204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,$373.13,,,,,,,,,,,,,,,,,https://kscdirect.com/item/CRV%2B36%2B1-1%252F2/Crane%2BEnergy%2BFlow%2BSolutions_1-1%252F2%2B36%2BCRANE%2BCHECK%2BVALVE%2BSize%253A%2B1-1%252F2%2522,5,,Valves,,,,,,,,,"1-1/2 36 CRANE CHECK VALVE Size: 1-1/2""",,,,,,,,,"1-1/2 36 CRANE CHECK VALVE
View catalog page
Keywords: CRANVL CRV 36 1-1/2  CRANE COMPANY - VALVE DIV CRANVL00250          1-1/2 36 CRANE CHECK VALVE
Category:
[0] => VALVES => CHECK VALVES => BRONZE - THREADED - CLASS 200
[1] => SUPPLIER DIRECTORY => CRANE COMPANY - VALVE DIV => VALVES => CHECK VALVES => BRONZE - THREADED - CLASS 200
Kelly Legacy Part Number: 1083315",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crane Energy Flow Solutions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRV 36 1-1/2,,,,,,,,,,,,,,,,,,,,,,,,Crane Energy Flow Solutions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36*014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1-1/2 36 CRANE CHECK VALVE Size: 1-1/2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,$152.25,,,,,,,,,,,,,,,,,https://kscdirect.com/item/VOG%2B12141%2B3%252F4/FLOWSERVE%2BVOGT_3%252F4%2BA105%2B800%2523%2BTHD%2BGLOBE%2BVALVE,30,,Valves,,,,,,,,,3/4 A105 800# THD GLOBE VALVE,,,,,,,,,"3/4 A105 800# THD GLOBE VALVE
View catalog page
Keywords: VOGTVA VOG 12141 3/4  FLOWSERVE VOGTVA22143          3/4 A105 800# THD GLOBE VALVE
Category:
[0] => VALVES => GLOBE & ANGLE VALVES => FORGED STEEL - THREADED - CLASS 800
[1] => SUPPLIER DIRECTORY => FLOWSERVE => VALVES => GLOBE & ANGLE VALVES => FORGED STEEL - THREADED - CLASS 800
Kelly Legacy Part Number: 1084443",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLOWSERVE VOGT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VOG 12141 3/4,,,,,,,,,,,,,,,,,,,,,,,,FLOWSERVE VOGT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12141 3/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/4 A105 800# THD GLOBE VALVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,$8.13,,,,,,,,,,,,,,,,,https://kscdirect.com/item/PISV0416S/Approved%2BSupplier_1%252F2%2527%2BSTRAIGHT%2BGUEST%2BX%2BGUEST%2BGRAY%2BACETAL%2BSHUT%2BOFF%2BVALVE,26,,Valves,,,,,,,,,1/2' STRAIGHT GUEST X GUEST GRAY ACETAL SHUT OFF VALVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Approved Supplier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PISV0416S,,,,,,,,,,,,,,,,,,,,,,,,Approved Supplier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PISV0416S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/2' STRAIGHT GUEST X GUEST GRAY ACETAL SHUT OFF VALVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,$380.39,,,,,,,,,,,,,,,,,https://kscdirect.com/item/KUN%2B6010FEM01%2B1%2522%2B45%2523/Approved%2BSupplier_6010FEM01-LM%2B1%2522%2BRELIEF%2BVALVE%2BSET%2B%2540%2B45%2523,,,Valves,,,,,,,,,"6010FEM01-LM 1"" RELIEF VALVE SET @ 45#",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Approved Supplier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"KUN 6010FEM01 1"" 45#",,,,,,,,,,,,,,,,,,,,,,,,Approved Supplier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KUN 6010FEM01-LM  # 45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6010FEM01-LM 1"" RELIEF VALVE SET @ 45#",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,$50.15,,,,,,,,,,,,,,,,,https://kscdirect.com/item/MPV%2B1%252F2%2B3000%2523%2BBALL%2BVALVE/Approved%2BSupplier_1%252F2%2BCS3000%2BBALL%2BVALVE,,,Valves,,,,,,,,,1/2 CS3000 BALL VALVE,,,,,,,,,"1/2 CS3000 BALL VALVE
Keywords: QUADPO MPV 1/2 3000# BALL VALVE  QUAD POWER QUADPOZZ00A          1/2 CS3000 BALL VALVE
Category:
[0] => VALVES => BALL VALVES => CARBON STEEL - THREADED
[1] => SUPPLIER DIRECTORY => QUAD POWER => VALVES => BALL VALVES => CARBON STEEL - THREADED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Approved Supplier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPV 1/2 3000# BALL VALVE,,,,,,,,,,,,,,,,,,,,,,,,Approved Supplier,,,,,,,,,,,,,,,,,,,QUADPOZZ00A,,Order QTY must be in multiples of 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPV-12-NPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/2 CS3000 BALL VALVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1/4 in,,,,,,70-140,,,,$40.35,,,,,,,,,,,,,,,,,https://kscdirect.com/item/CON%2B7014164/Apollo%2BConbraco%2BIndustries_BV%252C1%252F4%2522NPT%252CBRZ%252C250%2BSWP,,,Valves,,,,,,,,,"BV,1/4""NPT,BRZ,250 SWP",,,,,,,,,"Description
Apollo™, 7014164, Ball Valve, 2-Piece, Series: 70-140, 1/4 in Nominal, FNPT End Style, 600 psi CWP Pressure, 500 deg F, Standard Port, Media: Water, Lever Operated Actuator, 316 Stainless Steel Ball, 2.06 in Inlet to Outlet Length, 1-3/4 in Top to Inlet Center, Bronze Body, 316 Stainless Steel Stem/RPTFE Seat Trim, MPTFE Softgoods, Domestic
Features:
Premium materials and heavy duty construction
Adjustable stem packing gland
Blow-out proof stem
ASTM B16 brass retainer
ASTM B16 brass gland nut
Steel, zinc plated lever nut
64 - 250lb steam trim (MPTFE seats and packing) use with 316 stainless steel ball and stem variation
150 psig saturated steam
Standards/Approval:
ASTM B16 Ball
MSS SP-110
CSA B51 CRN OC10908.5C
PROP65: Cancer and Reproductive Harm
Warranty:
5 Years",,,,,,,,,,,,,,,,,,,,,,,600 psi CWP,,,,,,,,,,,,,,Apollo Conbraco Industries,,,,Water,,,,,,,,,,,,,,,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=4333719,,CON 7014164,,Bronze,,,,,,,,,,,,,,,316 Stainless Steel,,Standard,,,,,Apollo Conbraco Industries,,,,,,,,,,,,2-Piece,,,,,,,670750658211,,Order QTY must be in multiples of 10,,,,,,,,,,,,,,Lever Operated,,,,,,,,,,,,,,,,,,,,,Domestic,,,,,,7014164,,,,,,,,,,,,,2.06 in,,,,,,,,,,MPTFE,,,,,FNPT,,,,,,,,,,,,1-3/4 in,,,,,,,,,,,,,,,,,,316 Stainless Steel Stem/RPTFE Seat,,,,,,,"BV,1/4""NPT,BRZ,250 SWP",,,,,,,,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=CON%207014164&mdx=300,,,,,,500 deg F,,,
,,,,,,,,,,,,,,1-1/4 in,,,,,,70-140,,,,$129.08,,,,,,,,,,,,,,,,,https://kscdirect.com/item/CON%2B7014664/Apollo%2BConbraco%2BIndustries_BV%252C1-1%252F4%2522NPT%252CBRZ%252C250%2BSWP,,,Valves,,,,,,,,,"BV,1-1/4""NPT,BRZ,250 SWP",,,,,,,,,"Description
Apollo™, 7014664, Ball Valve, 2-Piece, Series: 70-140, 1-1/4 in Nominal, FNPT End Style, 600 psi CWP Pressure, 500 deg F, Standard Port, Lever Operated Actuator, 316 Stainless Steel Ball, 4 in Inlet to Outlet Length, 2.62 in Top to Inlet Center, Bronze Body, 316 Stainless Steel Stem/RPTFE Seat Trim, PTFE/MPTFE Softgoods, Domestic
Features:
64 - 250 lb steam trim (MPTFE seats and packing)
Premium materials and heavy duty construction
Adjustable stem packing gland
Blow-out proof stem
100% factory tested
Vacuum service to 29 in Hg
Zinc plated with vinyl steel lever and grip
150 psig saturated steam
Cold non-shock
Standards/Approval:
ASTM B584 UNS C84400 Body
MSS SP-110
CSA B51
CRN OC10908.5C
PROP65: Cancer and Reproductive Harm
Warranty:
5 Years",,,,,,,,,,,,,,,,,,,,,,,600 psi CWP,,,,,,,,,,,,,,Apollo Conbraco Industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=4398487,,CON 7014664,,Bronze,,,,,,,,,,,,,,,316 Stainless Steel,,Standard,,,,,Apollo Conbraco Industries,,,,,,,,,,,,2-Piece,,,,,,,670750661679,,Order QTY must be in multiples of 6,,,,,,,,,,,,,,Lever Operated,,,,,,,,,,,,,,,,,,,,,Domestic,,,,,,7014664,,,,,,,,,,,,,4 in,,,,,,,,,,PTFE/MPTFE,,,,,FNPT,,,,,,,,,,,,2.62 in,,,,,,,,,,,,,,,,,,316 Stainless Steel Stem/RPTFE Seat,,,,,,,"BV,1-1/4""NPT,BRZ,250 SWP",,,,,,,,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=CON%207014664&mdx=300,,,,,,500 deg F,,,
,,,,,,,,,,,,,,,,,,,,,,,,$2.92,,,,,,,,,,,,,,,,,https://kscdirect.com/item/ARR%2BASP-4/Approved%2BSupplier_ASP-4%2B1%252F2%2BBRNZ%2BEXHAUST%2BMUFFLER%2B%2528EM-50%2529,3,,Valves,,,,,,,,,ASP-4 1/2 BRNZ EXHAUST MUFFLER (EM-50),,,,,,,,,"ASP-4 1/2 BRNZ EXHAUST MUFFLER 20312-4
Keywords: ALHYDR ARR ASP-4  A & L HYDRAULICS ALHYDR00050          ASP-4 1/2 BRNZ EXHAUST MUFFLER 20312-4
Category:
[0] => HYDRAULICS & PNEUMATICS => PNEUMATICS => ACCESSORIES - VALVES & CYLINDERS
[1] => SUPPLIER DIRECTORY => A, L HYDRAULICS => HYDRAULICS & PNEUMATICS => PNEUMATICS => ACCESSORIES - VALVES & CYLINDERS
Kelly Legacy Part Number: 2310439",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Approved Supplier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARR ASP-4,,,,,,,,,,,,,,,,,,,,,,,,Approved Supplier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EM-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASP-4 1/2 BRNZ EXHAUST MUFFLER (EM-50),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1/2 in,,,,,,70-140,,,,$35.09,,,,,,,,,,,,,,,,,https://kscdirect.com/item/CON%2B7014327/Apollo%2BConbraco%2BIndustries_BV%252C1%252F2%2522NPT%252CBRZ%252CLTCH%252CSS%2BB%2526S%252C,1,,Valves,,,,,,,,,"BV,1/2""NPT,BRZ,LTCH,SS B&S,",,,,,,,,,"Description
Apollo™, 7014327, In-Line Ball Valve, 2-Piece, Series: 70-140, 1/2 in Nominal, FNPT End Style, 600 psi CWP Pressure, 500 deg F, Standard Port, 1/2 in Orifice, Latch-Lock Lever Actuator, 316 Stainless Steel Ball, 2.17 in Inlet to Outlet Length, 1-3/4 in Top to Inlet Center, Bronze Body, Stainless Steel Stem/RPTFE Seat Trim, PTFE Softgoods, Domestic
Features:
Premium materials and heavy duty 2-piece construction
Adjustable stem packing
Blow-out proof stem
100% factory tested
150 psi steam pressure
2-Ports/Ways
29 in Hg vacuum service
Zinc plated steel lever nut
B584-C84400 body
Chrome plated ball
PTFE body seal
Standards/Approval:
CSA B51
CRN OC10908.5C
MSS SP-110
PROP65: Cancer and Reproductive Harm
Warranty:
5 Years",,,,,,,,,,,,,,,,,,,,,,,600 psi CWP,,,,,,,,,,,,,,Apollo Conbraco Industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=4412644,,CON 7014327,,Bronze,,,,,,,,,,,,,,,316 Stainless Steel,,Standard,,,,,Apollo Conbraco Industries,,,,,,,,,,,,2-Piece,,,,,,,670750659485,,Order QTY must be in multiples of 10,,,,,,,,,,,,,,Latch-Lock Lever,,,,,,,,,,,,,,,,,,,,,Domestic,,,,,,7014327,,,,,,,,,,,,,2.17 in,,,,,,,,,,PTFE,,,,,FNPT,,,,,,,,,,,1/2 in,1-3/4 in,,,,,,,,,,,,,,,,,,Stainless Steel Stem/RPTFE Seat,,,,,,,"BV,1/2""NPT,BRZ,LTCH,SS B&S,",,,,,,,,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=CON%207014327&mdx=300,,,,,,500 deg F,,,
,,,,,,,,,,,,,,3/8 in,,,,,,76-100,,,,$64.47,,,,,,,,,,,,,,,,,https://kscdirect.com/item/APO%2B76-102-01A/Apollo%2BConbraco%2BIndustries_3%252F8%2BAPOLLO%2BSTAINLESS%2BSTEEL%2BBALL%2BVALVE,9,,Valves,,,,,,,,,3/8 APOLLO STAINLESS STEEL BALL VALVE,,,,,,,,,"Description
Apollo™, 76-102-01, Ball Valve, 2-Piece, Series: 76-100, 3/8 in Nominal, FNPT End Style, 1500 psig CWP Pressure, Standard Port, Media: Water, Lever Operated Actuator, Stainless Steel Stem/RPTFE Seat Trim, MPTFE/RPTFE Softgoods
Features:
Investment cast components
Reinforced seats
Mounting pad for easy actuator mounting
Blow-out proof stem
Stainless steel lever and nut
304 stainless steel lever with vinyl grip
ASTM A351-CF8M stainless steel retainer
ASTM A276-316 stainless steel gland nut
150 psig saturated steam
MPTFE stem packing and RPTFE body seal
Standards/Approval:
ASTM A351 CF8M Valve Body
ASTM A276 316 Ball/Stem
NSF/ANSI 61-8
Annex G
NSF 372
Drinking Water System Components Lead Content
NACE MR0175 (2000)/MR0103 (2012)
MSS SP-110
Warranty:
5 years",,,,,,,,,,,,,,,,,,,,,,,1500 psig CWP,,,,,,,,,,,,,,Apollo Conbraco Industries,,,,Water,,,,,,,,,,,,,,,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=4417180,,APO 76-102-01A,,Stainless Steel,,,,,,,,,,,,,,,Stainless Steel,,Standard,,,,,Apollo Conbraco Industries,,,,,,,,,,,,2-Piece,,,,,,,670750210167,,,,,,,,,,,,,,,,Lever Operated,,,,,,,,,,,,,,,,,,,,,,,,,,,76-102-01,,,,,,,,,,,,,,,,,,,,,,,MPTFE/RPTFE,,,,,FNPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stainless Steel Stem/RPTFE Seat,,,,,,,3/8 APOLLO STAINLESS STEEL BALL VALVE,,,,,,,,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=APO%2076-102-01A&mdx=300,,,,,,,,,
,,,,,,,,,,,,,,3/4 in,,,,,,70-140,,,,$60.37,,,,,,,,,,,,,,,,,https://kscdirect.com/item/CON%2B7014427/Apollo%2BConbraco%2BIndustries_BV%252C3%252F4%2522NPT%252CBRZ%252CLATCH%2BLVR%252C,8,,Valves,,,,,,,,,"BV,3/4""NPT,BRZ,LATCH LVR,",,,,,,,,,"Description
Apollo™, 7014427, Ball Valve, 2-Piece, Series: 70-140, 3/4 in Nominal, FNPT End Style, 600 psi CWP Pressure, 500 deg F, Standard Port, Latch-Lock Lever Actuator, 316 Stainless Steel Ball, 3 in Inlet to Outlet Length, 2.12 in Top to Inlet Center, Bronze Body, 316 Stainless Steel Stem/RPTFE Seat Trim, MPTFE Softgoods, Domestic
Features:
27 - Stainless steel latch-lock lever and nut
Premium materials and heavy duty construction
Adjustable stem packing gland
Blow-out proof stem
100% factory tested
Vacuum service to 29 in Hg
Zinc plated with vinyl steel lever and grip
150 psig saturated steam
Cold non-shock
Standards/Approval:
ASTM B584 UNS C84400 Body
MSS SP-110
CSA B51
CRN OC10908.5C
PROP65: Cancer and Reproductive Harm
Warranty:
5 Years",,,,,,,,,,,,,,,,,,,,,,,600 psi CWP,,,,,,,,,,,,,,Apollo Conbraco Industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=4271489,,CON 7014427,,Bronze,,,,,,,,,,,,,,,316 Stainless Steel,,Standard,,,,,Apollo Conbraco Industries,,,,,,,,,,,,2-Piece,,,,,,,670750660269,,Order QTY must be in multiples of 10,,,,,,,,,,,,,,Latch-Lock Lever,,,,,,,,,,,,,,,,,,,,,Domestic,,,,,,7014427,,,,,,,,,,,,,3 in,,,,,,,,,,MPTFE,,,,,FNPT,,,,,,,,,,,,2.12 in,,,,,,,,,,,,,,,,,,316 Stainless Steel Stem/RPTFE Seat,,,,,,,"BV,3/4""NPT,BRZ,LATCH LVR,",,,,,,,,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=CON%207014427&mdx=300,,,,,,500 deg F,,,
,,,,,,,,,,,,,,,,,,,,,,,,$208.22,,,,,,,,,,,,,,,,,https://kscdirect.com/item/ASC%2B302280/Automatic%2BSwitch%2BCompany_REBUILD%2BKIT%2B8210%2BAC%2B%2B%2B%2B%2B%2B%2B%2B%2B%2B%2B%2B%2B%2B%2B%2B%2B%2B%2B%2B%2B%2B%2B%2B%2B%2B%2B%2B%2B%2B%2B%2B%2B%2B%2B%2B%2B%2B%2524P,8,,Valves,,,,,,,,,REBUILD KIT 8210 AC                                      $P,,,,,,,,,"Description
Asco Rebuild Kit, For Use With: Model 8210G004 24/60, 8210G008 24/60, 2/2 NC 1 in 2-Way/8210 Series Solenoid Valve, Domestic
Features:
1 in size",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Automatic Switch Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=4280904,,ASC 302280,,,,,,,,,,,,,,,,,,,,,,,,Automatic Switch Company,,,,,,,,,,,,,,,,,,,999999102553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Domestic,,,,,,302280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Model 8210G004 24/60, 8210G008 24/60, 2/2 NC 1 in 2-Way/8210 Series Solenoid Valve",,,,REBUILD KIT 8210 AC                                      $P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1/2 in,,,,,,,,,,$59.86,,,,,,,,,,,,,,,,,https://kscdirect.com/item/MER%2BWYE-08/Merit%2BBrass%2BCompany_1%252F2%2B600%2Bpsi%2Bss%2By-strainer,4,,Valves,,,,,,,,,1/2 600 psi ss y-strainer,,,,,,,,,"Description
Merit Brass Wye Strainer, 1/2 in Nominal, PTFE, Stainless Steel Body, Import
Features:
6000 psi pressure
PTFE gasket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Merit Brass Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=5776019,,MER WYE-08,,Stainless Steel,,,,,,,,,,,,,,,,,,,,,,Merit Brass Company,,,,,,,,,,,,,,,,,,,671404160586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Import,,,,,,WYE-08,,,,,,,,,,,,,,,,,,,,,,,PTFE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/2 600 psi ss y-strainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
